DateTime,x(m),y(m),z(m),vx(m/s),vy(m/s),vz(m/s)
2030-11-14 11:00:27.315714,1977159.501407,5887280.873031,3424918.167323,-3.866507,-3809.684456,6495.977907
2030-11-14 11:01:39.918779,1971059.870215,5593630.301723,3885975.432349,-164.085769,-4275.573892,6198.522851
2030-11-14 11:02:52.498948,1953363.247901,5267156.413518,4323960.224057,-323.321297,-4716.248432,5864.527534
2030-11-14 11:04:05.063540,1924179.904453,4909769.361901,4736349.264954,-480.623420,-5129.092998,5496.011297
2030-11-14 11:05:17.618645,1883685.788581,4523558.994551,5120760.987662,-635.053601,-5511.659593,5095.204562
2030-11-14 11:06:30.168323,1832122.939186,4110789.779537,5474967.110069,-785.688903,-5861.680579,4664.540950
2030-11-14 11:07:42.716693,1769797.478032,3673877.946339,5796918.121387,-931.632490,-6177.095099,4206.630639
2030-11-14 11:08:55.264360,1697081.398688,3215399.836381,6084741.282568,-1072.012439,-6456.047769,3724.266207
2030-11-14 11:10:07.808143,1614412.897113,2738082.657320,6336758.780852,-1205.988113,-6696.907023,3220.410352
2030-11-14 11:11:20.346493,1522288.614041,2244753.646598,6551521.786863,-1332.766534,-6898.297691,2698.139600
2030-11-14 11:12:32.863705,1421281.993129,1738430.881470,6727780.548936,-1451.581629,-7059.072922,2160.738102
2030-11-14 11:13:45.338937,1312033.161915,1222247.836127,6864544.429124,-1561.720562,-7178.371872,1611.616192
2030-11-14 11:14:57.730240,1195272.613110,699545.882412,6961085.503637,-1662.511059,-7255.625805,1054.407435
2030-11-14 11:16:09.952293,1071863.440289,174012.621637,7016990.586721,-1753.314330,-7290.616119,493.116301
2030-11-14 11:17:21.778732,942988.814627,-349644.845833,7032290.593011,-1833.459767,-7283.635328,-67.159437
2030-11-14 11:18:35.212359,805675.023750,-882935.601275,7006355.148871,-1904.471283,-7233.591082,-638.708133
2030-11-14 11:19:48.467433,663915.065868,-1409695.931896,6938815.341955,-1963.913730,-7140.872869,-1204.193577
2030-11-14 11:21:01.801802,518068.013810,-1928674.335429,6829985.185563,-2011.699618,-7005.929944,-1762.238935
2030-11-14 11:22:15.178856,369066.989225,-2436530.869017,6680529.298635,-2047.528687,-6829.665851,-2309.233855
2030-11-14 11:23:28.603420,217783.887633,-2930289.810932,6491317.917960,-2071.207511,-6613.180132,-2841.963578
2030-11-14 11:24:42.074294,65116.061338,-3407017.731210,6263468.458340,-2082.612810,-6357.823736,-3357.263132
2030-11-14 11:25:55.591188,-88032.958398,-3863889.985390,5998327.482518,-2081.696113,-6065.176101,-3852.088576
2030-11-14 11:27:09.151712,-240752.758427,-4298189.196468,5697472.860372,-2068.483669,-5737.046095,-4323.514891
2030-11-14 11:28:22.755376,-392139.944009,-4707346.653345,5362689.530300,-2043.075906,-5375.444025,-4768.780298
2030-11-14 11:29:36.400175,-541296.605379,-5088937.426056,4995971.560648,-2005.646851,-4982.582776,-5185.280376
2030-11-14 11:30:50.082066,-687335.035149,-5440695.421952,4599515.597308,-1956.444248,-4560.869259,-5570.583631
2030-11-14 11:32:03.799323,-829392.026751,-5760549.412505,4175684.688869,-1895.785235,-4112.864625,-5922.470066
2030-11-14 11:33:17.544666,-966619.195245,-6046601.735603,3727037.934304,-1824.060340,-3641.314494,-6238.906825
2030-11-14 11:34:31.312330,-1098202.621732,-6297175.118792,3256276.224508,-1741.726140,-3149.090277,-6518.098480
2030-11-14 11:35:45.088688,-1223352.074938,-6510794.587759,2766284.877192,-1649.312959,-2639.232567,-6758.465458
2030-11-14 11:36:58.857544,-1341318.136974,-6686227.818540,2260085.508771,-1547.418121,-2114.899171,-6958.686891
2030-11-14 11:38:12.589562,-1451383.729129,-6822483.041338,1740890.259342,-1436.718816,-1579.419663,-7117.695307
2030-11-14 11:39:26.231008,-1552862.091982,-6918838.723100,1212166.229784,-1317.992027,-1036.358819,-7234.704464
2030-11-14 11:40:39.680584,-1645089.951862,-6974902.780712,677783.261646,-1192.159494,-489.663587,-7309.265637
2030-11-14 11:41:52.687606,-1727357.124368,-6990748.955205,142727.870415,-1060.485301,55.617408,-7341.388506
2030-11-14 11:43:07.113915,-1801102.267426,-6965952.842107,-403547.838048,-920.272439,610.227782,-7331.002679
2030-11-14 11:44:21.336622,-1864055.201452,-6900262.717103,-945953.878740,-775.261426,1158.842648,-7277.478849
2030-11-14 11:45:36.054907,-1916389.385367,-6793273.732123,-1486359.260984,-624.923331,1703.397979,-7180.511222
2030-11-14 11:46:50.759023,-1957348.178173,-6646016.093494,-2017825.607364,-471.132188,2236.949860,-7041.043238
2030-11-14 11:48:05.518377,-1986733.671772,-6459250.882663,-2537692.473520,-314.649850,2756.902173,-6859.848428
2030-11-14 11:49:20.318226,-2004359.147237,-6234099.008305,-3042761.370698,-156.420134,3260.135930,-6638.051598
2030-11-14 11:50:35.154874,-2010115.515108,-5971893.639543,-3530001.975645,2.628478,3743.718487,-6376.992240
2030-11-14 11:51:50.021024,-2003965.501863,-5674205.660821,-3996469.005785,161.558044,4204.817804,-6078.247439
2030-11-14 11:53:04.910001,-1985945.222308,-5342822.130993,-4439349.847349,319.435615,4640.747209,-5743.609555
2030-11-14 11:54:19.811465,-1956165.321753,-4979754.746293,-4855957.989649,475.329743,5048.956181,-5375.094247
2030-11-14 11:55:34.715246,-1914810.507036,-4587212.959875,-5243775.816497,628.324255,5427.069597,-4974.913372
2030-11-14 11:56:49.609251,-1862139.597793,-4167600.462544,-5600461.045154,777.519515,5772.891006,-4545.471863
2030-11-14 11:58:04.478284,-1798486.077393,-3723509.007899,-5923861.114513,922.035959,6084.413838,-4089.362632
2030-11-14 11:59:19.304582,-1724257.181282,-3257701.196288,-6212036.431117,1061.021378,6359.841321,-3609.350753
2030-11-14 12:00:34.066004,-1639934.597734,-2773105.314520,-6463274.041293,1193.654043,6597.597352,-3108.370616
2030-11-14 12:01:48.735501,-1546074.072374,-2272801.220360,-6676109.101714,1319.149049,6796.345286,-2589.514504
2030-11-14 12:03:03.275033,-1443312.365706,-1760042.018350,-6849335.485357,1436.756797,6954.997341,-2056.059023
2030-11-14 12:04:17.629095,-1332377.640255,-1238279.076703,-6982034.134851,1545.765388,7072.742475,-1511.496265
2030-11-14 12:05:31.714027,-1214108.643506,-711212.964823,-7073617.290155,1645.503192,7149.091678,-959.593524
2030-11-14 12:06:45.357233,-1089563.413093,-183195.247995,-7123885.587903,1735.293196,7183.947450,-404.824294
2030-11-14 12:07:58.586914,-959515.869669,342904.959934,-7133229.922321,1814.815101,7177.744795,149.868432
2030-11-14 12:09:13.945394,-820002.909196,882233.661257,-7100419.719217,1885.992808,7128.737472,720.624431
2030-11-14 12:10:28.891817,-676349.312233,1413344.423680,-7025234.571799,1945.618792,7037.262007,1284.914065
2030-11-14 12:11:43.781256,-528770.000082,1935620.057863,-6908091.192180,1993.693670,6903.664228,1842.142096
2030-11-14 12:12:58.553223,-378269.851951,2445539.346565,-6749848.687204,2029.894528,6728.810935,2388.609495
2030-11-14 12:14:13.206773,-225755.216061,2940089.838065,-6551562.115242,2054.016366,6513.744172,2921.124810
2030-11-14 12:15:27.733672,-72156.100529,3416314.648075,-6314543.948174,2065.921292,6259.760556,3436.521060
2030-11-14 12:16:42.127338,81597.562440,3871392.969350,-6040339.226993,2065.545164,5968.388032,3931.741019
2030-11-14 12:17:56.382108,234580.481883,4302651.768528,-5730714.270676,2052.897577,5641.378397,4403.849981
2030-11-14 12:19:10.492427,385876.268009,4707577.022704,-5387646.681019,2028.062202,5280.701102,4850.048771
2030-11-14 12:20:24.453505,534584.610000,5083832.639840,-5013308.510298,1991.196639,4888.529670,5267.696020
2030-11-14 12:21:38.262621,679829.433087,5429279.475583,-4610042.890745,1942.530682,4467.221053,5654.331648
2030-11-14 12:22:51.913750,820753.806324,5741962.562682,-4180376.974294,1882.368849,4019.332477,6007.665475
2030-11-14 12:24:05.403448,956537.028429,6020151.394880,-3726973.814249,1811.085590,3547.573889,6325.625734
2030-11-14 12:25:18.727465,1086393.172889,6262334.277409,-3252632.583925,1729.125555,3054.810322,6606.356913
2030-11-14 12:26:31.875575,1209567.937487,6467216.170617,-2760306.344427,1637.008631,2544.081547,6848.220759
2030-11-14 12:27:44.838894,1325357.654124,6633756.609869,-2253036.719431,1535.320111,2018.534659,7049.844185
2030-11-14 12:28:57.590833,1433086.380024,6761144.320988,-1734067.062136,1424.735747,1481.540847,7210.091347
2030-11-14 12:30:10.087503,1532121.326215,6848849.918105,-1206826.792216,1306.026214,936.677276,7328.125259
2030-11-14 12:31:22.233673,1621848.790727,6896662.891207,-675158.824488,1180.119862,387.958791,7403.441678
2030-11-14 12:32:34.426829,1702283.549316,6904743.585012,-139243.462004,1047.089316,-164.365615,7436.111250
2030-11-14 12:33:47.237898,1773443.588288,6872486.983310,402065.909741,906.563271,-721.384794,7425.450518
2030-11-14 12:34:59.825015,1833994.038361,6800061.944847,939350.765152,760.940193,-1273.306271,7371.153501
2030-11-14 12:36:12.708120,1883980.496893,6687259.996506,1473270.013273,610.041034,-1820.702652,7272.972833
2030-11-14 12:37:25.471171,1922770.802477,6535194.585566,1997597.078545,455.616549,-2357.078160,7131.801344
2030-11-14 12:38:38.184894,1950201.066770,6344710.855953,2509763.262327,298.463103,-2879.699164,6948.424437
2030-11-14 12:39:50.850322,1966123.236305,6116973.136938,3006764.235443,139.536601,-3385.393945,6723.972364
2030-11-14 12:41:03.477820,1970458.740869,5853332.197872,3485753.066052,-20.217241,-3871.164014,6459.802311
2030-11-14 12:42:16.075921,1963193.357995,5555342.616168,3943975.600249,-179.845078,-4334.121230,6157.512928
2030-11-14 12:43:28.652791,1944378.075794,5224751.274455,4378796.049159,-338.395080,-4771.516740,5818.931115
2030-11-14 12:44:41.214628,1914129.723944,4863496.491341,4787702.865512,-494.919487,-5180.749482,5446.108994
2030-11-14 12:45:53.769140,1872629.428767,4473681.498828,5168343.463891,-648.488158,-5559.403046,5041.294056
2030-11-14 12:47:06.318282,1820126.064214,4057602.303072,5518500.406034,-798.179218,-5905.223543,4606.955320
2030-11-14 12:48:18.867145,1756930.534716,3617688.661177,5836152.979930,-943.103960,-6216.181894,4145.719145
2030-11-14 12:49:31.415855,1683420.226691,3156536.914446,6119451.744071,-1082.396100,-6490.449133,3660.400510
2030-11-14 12:50:43.961241,1600037.952831,2676889.571151,6366746.172592,-1215.222161,-6726.424066,3153.979085
2030-11-14 12:51:56.497650,1507289.938738,2181615.390132,6576604.891266,-1340.789763,-6922.752788,2629.575679
2030-11-14 12:53:09.012019,1405750.851134,1673726.780365,6747820.462678,-1458.346408,-7078.333355,2090.468420
2030-11-14 12:54:21.482653,1296065.544070,1156371.938097,6879434.782492,-1567.187066,-7192.340407,1540.082721
2030-11-14 12:55:33.860539,1178979.246326,632949.410906,6970750.330467,-1666.640215,-7264.240130,982.112198
2030-11-14 12:56:46.049855,1055377.503364,107226.177258,7021402.171330,-1756.068731,-7293.868046,420.645131
