DebrisID,Name,StartUTC,StopUTC,OrbEpoch,StepSize,PositionX,PositionY,PositionZ,VelocityX,VelocityY,VelocityZ,GravityModel,MaxDegree,MaxOrder,UseDrag,UseFluxGeoFile,DragCoefficient
17,Debris17,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,55149.95431,3629428.836,-6083281.142,2138.158837,6143.029535,3760.781292,7,20,20,1,0,2.2
18,Debris18,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-23331.8148,3813930.289,-7229166.74,1991.099652,5520.128214,3405.775404,7,20,20,1,0,2.2
19,Debris19,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,510639.2804,-2105853.695,6796136.286,-1915.708701,-6993.745881,-1893.509841,7,20,20,1,0,2.2
20,Debris20,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1965458.338,5950706.317,3339816.011,23.927408,-3764.679878,6533.460758,7,20,20,1,0,2.2
21,Debris21,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1517637.534,-1204434.347,-8181436.765,1535.774266,6331.857456,-984.810804,7,20,20,1,0,2.2
22,Debris22,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1719479.954,-3141497.123,-6218407.726,1146.292092,6416.82528,-3559.637006,7,20,20,1,0,2.2
23,Debris23,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-2067083.052,-7151268.155,-1221356.147,-727.6202919999999,1142.594819,-7061.849561,7,20,20,1,0,2.2
24,Debris24,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,605244.4863,5261109.708,-4732383.055,1962.593925,4687.481993,5504.324921,7,20,20,1,0,2.2
25,Debris25,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1153833.315,531185.213,6971307.902,-1506.092514,-7344.099347,872.75418,7,20,20,1,0,2.2
26,Debris26,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-963503.5524,560412.3689999999,-7268134.885,1603.88344,7107.623248,460.387132,7,20,20,1,0,2.2
27,Debris27,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1571818.194,7019642.943,-1027622.025,1210.402272,545.776477,7317.05752,7,20,20,1,0,2.2
28,Debris28,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,422239.8736,4687310.939,-5532256.27,2066.912556,5234.566452,4782.994651,7,20,20,1,0,2.2
29,Debris29,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1625648.866,6955933.579,-538604.2785,1129.411811,178.905653,7392.913988,7,20,20,1,0,2.2
30,Debris30,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1569510.996,6771440.958,-1118497.499,1307.664438,908.260634,7381.658101,7,20,20,1,0,2.2
31,Debris31,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1941823.263,-3876891.838,-6294629.39,952.7346669999999,5792.662777,-3966.755157,7,20,20,1,0,2.2
32,Debris32,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1980629.715,-6541148.17,-2343592.952,-367.218685,2569.946025,-6911.535378,7,20,20,1,0,2.2
33,Debris33,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1098958.717,-6396556.201,3246254.159,-1739.509448,-3208.155074,-6460.535623,7,20,20,1,0,2.2
34,Debris34,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1786968.012,3692841.77,5626721.068,-907.337599,-6040.099584,4659.332753,7,20,20,1,0,2.2
35,Debris35,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-752754.083,1488105.315,-7910659.291,1907.910135,6406.216064,1246.168058,7,20,20,1,0,2.2
36,Debris36,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,160057.0271,4457574.499,-5611727.539,1924.364937,5498.891327,4696.678578,7,20,20,1,0,2.2
37,Debris37,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,77264.12901,-3233276.093,6325075.471,-2150.084445,-6459.87469,-3201.473264,7,20,20,1,0,2.2
38,Debris38,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1890019.213,-6874778.632,-886922.3463,-783.491371,1098.503764,-7303.433421,7,20,20,1,0,2.2
39,Debris39,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,76535.32723,-3487744.107,6330380.995,-2023.100332,-6333.3017,-3235.292869,7,20,20,1,0,2.2
40,Debris40,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1363597.698,-6602304.539,2388561.903,-1595.910494,-2263.248473,-6932.868709,7,20,20,1,0,2.2
41,Debris41,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-918654.8127,-5927960.862,4010525.874,-1895.848917,-4005.244487,-6005.227176,7,20,20,1,0,2.2
42,Debris42,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-196293.2529,3184858.516,-6335177.131,1980.515788,6461.886649,3261.127592,7,20,20,1,0,2.2
43,Debris43,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-759853.3063000001,-5573893.59,4493875.738,-1945.001249,-4418.872096,-5633.111045,7,20,20,1,0,2.2
44,Debris44,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1355185.63,6567233.738,-2189525.75,1550.226354,2025.084069,7093.881707,7,20,20,1,0,2.2
45,Debris45,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-790985.1118,899148.972,-7040726.622,1962.153502,7156.87486,729.657703,7,20,20,1,0,2.2
46,Debris46,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1296890.656,6674980.143,-1911376.799,1469.932497,1750.86658,7172.654173,7,20,20,1,0,2.2
47,Debris47,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1873416.174,4359449.348,5209543.262,-705.957354,-5643.579657,5033.302322,7,20,20,1,0,2.2
48,Debris48,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,2005877.169,5164384.62,4484094.035,-481.839242,-5034.419964,5715.030547,7,20,20,1,0,2.2
49,Debris49,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-596298.5727,2034196.905,-7775480.398,1930.408869,6300.599836,1762.258128,7,20,20,1,0,2.2
50,Debris50,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-873188.5773,-5724700.057,4203354.125,-1934.292525,-4146.413406,-5898.215578,7,20,20,1,0,2.2
51,Debris51,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-2173951.905,-9074596.5,393226.5744,-1374.082233,-1767.843354,-6259.262422,7,20,20,1,0,2.2
52,Debris52,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,144809.0837,3886177.461,-5899762.32,2133.012503,5965.944164,4072.495202,7,20,20,1,0,2.2
53,Debris53,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-760975.7998,1219808.824,-7446914.538,1952.118898,6779.118121,1061.734855,7,20,20,1,0,2.2
54,Debris54,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,729396.6096,5521144.309,-4413658.217,1927.336608,4341.035178,5787.39692,7,20,20,1,0,2.2
55,Debris55,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1832631.312,-7160318.917,95386.05276999999,-1049.839533,6.184201,-7202.752932,7,20,20,1,0,2.2
56,Debris56,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1655692.778,-7031696.958,239226.356,-1085.210743,-46.887574,-7303.381282,7,20,20,1,0,2.2
57,Debris57,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1895279.351,-7072268.008,-295991.4523,-959.97839,377.959166,-7270.082,7,20,20,1,0,2.2
58,Debris58,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,602129.4622,-1724256.588,6879278.27,-1934.848437,-7167.501584,-1488.141242,7,20,20,1,0,2.2
59,Debris59,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1514484.518,2163631.006,6567795.2,-1422.607737,-7131.978153,2640.338536,7,20,20,1,0,2.2
60,Debris60,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,191390.5194,-2945845.189,6488945.045,-2108.296018,-6614.926607,-2831.024874,7,20,20,1,0,2.2
61,Debris61,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1983512.33,5506334.45,3982393.541,-227.410558,-4413.794149,6136.987677,7,20,20,1,0,2.2
62,Debris62,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-85915.31974000001,3728168.028,-7198190.274,1958.66614,5585.188854,3435.646924,7,20,20,1,0,2.2
63,Debris63,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1754374.832,3483948.273,5902688.817,-1040.239021,-6378.383625,4042.883634,7,20,20,1,0,2.2
64,Debris64,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-184744.386,-4095445.437,5911967.001,-2135.118669,-6065.812891,-3955.978767,7,20,20,1,0,2.2
65,Debris65,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-691537.6861,-5441620.826,4730402.559,-1988.547999,-4717.814974,-5392.997717,7,20,20,1,0,2.2
66,Debris66,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,520896.7695,-1859541.822,6831077.307,-2049.703173,-7045.759594,-1694.363656,7,20,20,1,0,2.2
67,Debris67,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,807903.138,5936093.743,-5567827.24,1836.956228,3872.209468,5337.574052,7,20,20,1,0,2.2
68,Debris68,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1832243.662,-3794644.717,-5820943.288,953.099611,6029.917353,-4213.026023,7,20,20,1,0,2.2
69,Debris69,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,758365.1725,-1272032.315,6947609.739,-1732.586811,-7248.309612,-1053.738472,7,20,20,1,0,2.2
70,Debris70,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1630227.352,-3368034.814,-6132897.541,805.456404,6386.607596,-3687.379488,7,20,20,1,0,2.2
71,Debris71,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,477800.9168,-2009220.947,6895424.933,-2053.359088,-6948.638609,-1631.664231,7,20,20,1,0,2.2
72,Debris72,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,661194.3548,-1400065.844,6929951.43,-1976.488604,-7168.225005,-1184.328734,7,20,20,1,0,2.2
73,Debris73,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1887506.183,-7084132.806,-690777.9846,-863.243316,765.850921,-7214.314462,7,20,20,1,0,2.2
74,Debris74,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-918257.6544,433840.4369,-7076686.617,1890.476574,7202.478397,222.388337,7,20,20,1,0,2.2
75,Debris75,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1032561.61,-6120926.921,3579959.826,-1812.266902,-3496.890248,-6327.533973,7,20,20,1,0,2.2
76,Debris76,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1296183.135,-6805690.723,1781193.039,-1438.253091,-1672.439561,-7130.197928,7,20,20,1,0,2.2
77,Debris77,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-784368.1696,-5650150.468,4512286.087,-1982.470929,-4560.360636,-5570.513183,7,20,20,1,0,2.2
78,Debris78,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,939755.2012,5851111.941,-4101209.664,1886.611381,3796.93288,6115.077556,7,20,20,1,0,2.2
79,Debris79,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1479650.508,-7053221.681,2706361.05,-1699.694455,-2842.873705,-6441.637761,7,20,20,1,0,2.2
80,Debris80,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1801853.076,-3712734.133,-5890624.432,952.635344,6105.888106,-4089.86617,7,20,20,1,0,2.2
81,Debris81,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-2065342.883,-6828970.254,-2011608.014,-477.725302,2059.495905,-6940.09809,7,20,20,1,0,2.2
82,Debris82,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,2249498.285,6789461.611,2331200.908,60.214651,-3342.953518,6847.226804,7,20,20,1,0,2.2
83,Debris83,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-2024067.065,-5700307.836,-3876240.535,150.350682,4108.109493,-6180.808413,7,20,20,1,0,2.2
84,Debris84,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,987691.7858,6038091.258,-3435826.799,1792.631713,3381.704202,6542.1015,7,20,20,1,0,2.2
85,Debris85,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1883246.219,6680306.153,1619965.003,561.780449,-2018.655431,7217.850047,7,20,20,1,0,2.2
86,Debris86,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,150604.37,4395772.092,-6254051.011,1943.106842,5389.336638,4251.052033,7,20,20,1,0,2.2
87,Debris87,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-287014.2868,2695698.701,-6810218.776,2083.045584,6514.969048,2611.194982,7,20,20,1,0,2.2
88,Debris88,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1176731.506,-6413209.697,3342385.531,-1798.638363,-3344.493195,-6364.27207,7,20,20,1,0,2.2
89,Debris89,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1408752.446,-6917882.828,2271941.123,-1563.164033,-2250.961347,-6788.070057,7,20,20,1,0,2.2
90,Debris90,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1266429.666,1007558.809,6896295.279,-1616.390004,-7410.305565,1495.736175,7,20,20,1,0,2.2
91,Debris91,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1928973.155,-4485898.185,-5301534.841,714.262344,5519.427275,-4870.943135,7,20,20,1,0,2.2
92,Debris92,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,393503.8341,4563094.112,-5214861.878,2096.260926,5376.712778,5043.607053,7,20,20,1,0,2.2
93,Debris93,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1984755.42,5969002.563,3455651.181,-45.374198,-4013.655942,6432.797645,7,20,20,1,0,2.2
94,Debris94,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1469030.035,1910304.199,6652459.329,-1493.718286,-7012.44386,2399.440423,7,20,20,1,0,2.2
95,Debris95,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1712153.905,6764400.044,-338402.4612,1121.455814,107.9649,7524.595026,7,20,20,1,0,2.2
96,Debris96,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1100907.691,-276591.115,-7053496.035,1726.65513,7236.944201,-482.361624,7,20,20,1,0,2.2
97,Debris97,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-2207712.347,-6145097.791,-4030411.982,114.251148,3743.25268,-5985.445377,7,20,20,1,0,2.2
98,Debris98,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1506859.027,6853930.664,-1070400.862,1271.16717,752.723299,7403.073905,7,20,20,1,0,2.2
99,Debris99,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1809587.574,-7288726.245,615211.9558,-1189.479142,-597.714502,-7077.090042,7,20,20,1,0,2.2
100,Debris100,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1853679.039,3848741.936,5651121.633,-1009.673322,-6180.251597,4435.841674,7,20,20,1,0,2.2
101,Debris101,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,286849.0683,4322178.144,-5621021.476,2094.619208,5629.708525,4489.683464,7,20,20,1,0,2.2
102,Debris102,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1852181.358,-3336930.198,-6652795.709,1133.411974,6118.231183,-3331.859822,7,20,20,1,0,2.2
103,Debris103,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1513706.086,6808304.136,-1655188.938,1391.609334,1308.349756,7229.418462,7,20,20,1,0,2.2
104,Debris104,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-2131150.05,-6027044.905,-3793819.259,89.330561,3771.088226,-6169.272068,7,20,20,1,0,2.2
105,Debris105,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1230517.091,6633257.122,-2044224.661,1494.972986,1905.444227,7143.811836,7,20,20,1,0,2.2
106,Debris106,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,56170.72967,3691489.527,-6073505.288,2109.60706,6109.343086,3782.081505,7,20,20,1,0,2.2
107,Debris107,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1819595.351,3842003.468,5662738.464,-934.4453150000001,-6080.717991,4390.071234,7,20,20,1,0,2.2
108,Debris108,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,842905.2726,-761636.4024,7199034.353,-1930.903021,-7266.436436,200.956258,7,20,20,1,0,2.2
109,Debris109,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,503910.0543,4868194.483,-5056988.255,2055.318037,5088.631355,5200.076853,7,20,20,1,0,2.2
110,Debris110,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,543294.7333,5087062.409,-5360607.598,1998.877726,4803.719851,5118.654568,7,20,20,1,0,2.2
111,Debris111,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-800526.6281,-5834858.157,4513116.125,-1866.5455,-4240.671598,-5503.131823,7,20,20,1,0,2.2
112,Debris112,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1555726.069,6860367.713,-685272.5037999999,1188.74667,366.657178,7478.203542,7,20,20,1,0,2.2
113,Debris113,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1682364.192,-2911828.709,-6349179.456,1235.846219,6551.170497,-3250.834335,7,20,20,1,0,2.2
114,Debris114,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-452286.857,-4993700.559,5550708.234,-1969.497034,-5214.758472,-4454.240117,7,20,20,1,0,2.2
115,Debris115,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1644524.376,6827072.169,-931053.9368,1238.703305,597.053357,7438.485817,7,20,20,1,0,2.2
116,Debris116,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1671061.184,3656928.186,5819316.419,-763.181125,-6274.19558,4158.146695,7,20,20,1,0,2.2
117,Debris117,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-606941.6783,1827088.946,-7331632.998,1943.247307,6666.650811,1649.720548,7,20,20,1,0,2.2
118,Debris118,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-534060.0699999999,1825749.895,-6862805.198,2037.658027,6976.002119,1755.925008,7,20,20,1,0,2.2
119,Debris119,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,740748.6314,5499497.5,-4369797.969,1940.695242,4331.569361,5848.241874,7,20,20,1,0,2.2
120,Debris120,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1287918.689,1127143.852,6869750.823,-1592.106006,-7228.169948,1515.788059,7,20,20,1,0,2.2
121,Debris121,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-695064.6142,-5447374.403,4567668.77,-1959.263474,-4556.225799,-5597.692051,7,20,20,1,0,2.2
122,Debris122,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,588257.5713,-2805487.31,6558818.887,-1476.808019,-7044.371302,-2592.150483,7,20,20,1,0,2.2
123,Debris123,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-531662.094,-5132692.411,5102728.114,-1981.817914,-5004.62713,-5021.119537,7,20,20,1,0,2.2
124,Debris124,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1363109.991,-7063601.319,3047091.659,-1771.130064,-3320.462452,-6221.39197,7,20,20,1,0,2.2
125,Debris125,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1557841.87,-2378933.535,-6590097.151,1317.918211,6816.53791,-2628.365305,7,20,20,1,0,2.2
126,Debris126,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1012805.352,-6028594.708,3732275.039,-1850.669042,-3651.409673,-6232.86404,7,20,20,1,0,2.2
127,Debris127,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1106904.567,-302585.9426,-7062019.545,1758.150892,7212.966723,-557.81323,7,20,20,1,0,2.2
128,Debris128,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,1423367.798,1710576.443,6718927.39,-1534.306528,-7145.92525,2147.278589,7,20,20,1,0,2.2
129,Debris129,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-942514.2781,485821.0281,-7260815.529,1826.374569,7073.037447,403.294716,7,20,20,1,0,2.2
130,Debris130,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-619318.9245,1531460.542,-6947012.489,2010.367889,7043.029458,1400.907953,7,20,20,1,0,2.2
131,Debris131,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1381382.522,-974408.7306,-7699769.241,1603.701496,6651.757086,-1028.306943,7,20,20,1,0,2.2
132,Debris132,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-271803.6812,-4702342.396,5628904.186,-1952.819657,-5572.210657,-4360.173765,7,20,20,1,0,2.2
133,Debris133,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1992393.008,-4932259.011,-4867064.962,548.576963,5086.894785,-5338.487341,7,20,20,1,0,2.2
134,Debris134,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1586898.552,-2056222.443,-7192856.721,1410.402433,6596.821237,-2142.307141,7,20,20,1,0,2.2
135,Debris135,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,-1008221.595,-5993887.151,3788815.049,-1866.047692,-3707.051992,-6195.537936,7,20,20,1,0,2.2
136,Debris136,2030-11-14 08:00:00,2030-11-15 08:00:00,2030-11-14 08:00:00,60,351790.5444,-2447455.908,6667474.324,-2076.922794,-6843.168969,-2315.996083,7,20,20,1,0,2.2
